Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;12/2020;328.689;0;328.689;15.031;343.721;2.446.995;62;0;2.248;0;2.311;70.651;2.519.956;3.825.558;13,04%;13,04%;13,64%;8,59%;16,62%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;12/2020;354.287;0;354.287;0;354.287;2.328.826;0;0;38.262;0;38.262;114.126;2.481.215;9.919.619;14,28%;14,28%;14,28%;3,57%;16,88%
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;12/2020;582.007;0;582.007;0;582.007;2.235.677;4.140;0;0;0;4.140;231.245;2.471.062;NA;23,55%;23,55%;23,55%;NA%;4,43%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;12/2020;356.315;0;356.315;0;356.315;2.362.765;0;0;0;0;0;69.786;2.432.550;3.850.410;14,65%;14,65%;14,65%;9,25%;19,69%
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;12/2020;122.690;0;122.690;0;122.690;1.681.687;58.929;460.575;108.487;900;628.891;109.038;2.419.616;4.360.745;5,07%;5,07%;5,07%;2,81%;53,40%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;12/2020;458.460;0;458.460;0;458.460;2.206.175;0;0;4.527;0;4.527;140.954;2.351.656;4.080.702;19,50%;19,50%;19,50%;11,23%;9,22%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;12/2020;492.682;0;492.682;0;492.682;2.206.848;0;0;1.500;0;1.500;129.396;2.337.744;3.996.834;21,08%;21,08%;21,08%;12,33%;5,74%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;12/2020;526.556;0;526.556;0;526.556;2.250.691;0;0;1.108;0;1.108;61.686;2.313.485;3.403.437;22,76%;22,76%;22,76%;15,47%;1,64%
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;12/2020;NA;NA;NA;NA;475.704;2.214.793;0;NA;NA;NA;0;79.943;2.294.736;NA;NA%;NA%;20,73%;NA%;3,32%
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;12/2020;342.804;0;342.804;0;342.804;1.725.491;26.462;0;37.253;0;63.715;493.974;2.283.180;3.425.793;15,01%;15,01%;15,01%;10,01%;3,83%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;12/2020;NA;NA;NA;NA;406.211;2.197.346;0;NA;NA;NA;0;73.825;2.271.172;NA;NA%;NA%;17,89%;NA%;6,26%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;12/2020;NA;NA;NA;NA;598.563;2.099.089;0;NA;NA;NA;0;123.391;2.222.480;NA;NA%;NA%;26,93%;NA%;5,85%
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;12/2020;805.778;0;805.778;0;805.778;1.941.537;108;0;0;0;108;257.136;2.198.782;NA;36,65%;36,65%;36,65%;NA%;3,66%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;12/2020;NA;NA;NA;NA;637.657;2.109.372;0;NA;NA;NA;0;79.965;2.189.337;NA;NA%;NA%;29,13%;NA%;1,28%
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;12/2020;238.299;0;238.299;0;238.299;2.077.755;1.934;0;0;0;1.934;96.844;2.176.532;3.004.869;10,95%;10,95%;10,95%;7,93%;0,53%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;12/2020;555.988;0;555.988;0;555.988;2.049.213;0;0;1.467;0;1.467;93.471;2.144.152;3.454.138;25,93%;25,93%;25,93%;16,10%;5,62%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;12/2020;406.370;0;406.370;0;406.370;2.095.531;428;0;671;0;1.099;28.061;2.124.690;2.698.524;19,13%;19,13%;19,13%;15,06%;8,06%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;12/2020;457.942;0;457.942;0;457.942;2.022.122;1.257;0;1.546;0;2.803;85.353;2.110.277;3.452.448;21,70%;21,70%;21,70%;13,26%;7,91%
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;12/2020;449.667;0;449.667;0;449.667;1.856.456;0;0;0;0;0;228.959;2.085.416;NA;21,56%;21,56%;21,56%;NA%;0,12%
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;12/2020;547.903;0;547.903;0;547.903;1.644.626;19.247;0;144.140;0;163.386;272.784;2.080.796;2.674.592;26,33%;26,33%;26,33%;20,49%;0,39%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;12/2020;305.234;0;305.234;0;305.234;2.036.156;19.099;0;616;0;19.715;9.148;2.065.019;2.777.985;14,78%;14,78%;14,78%;10,99%;8,35%
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;n1;S4;I;2;SAO PAULO;SP;12/2020;526.237;0;526.237;90.368;616.605;1.938.216;328;0;0;0;328;80.277;2.018.821;NA;26,07%;26,07%;30,54%;NA%;0,00%
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;12/2020;289.721;0;289.721;0;289.721;1.193.200;0;0;0;0;0;761.784;1.954.984;NA;14,82%;14,82%;14,82%;NA%;0,66%
BANCO DIGIMAIS - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;12/2020;224.138;0;224.138;0;224.138;1.446.721;10.187;0;0;0;10.187;468.977;1.925.885;3.377.983;11,64%;11,64%;11,64%;6,64%;10,49%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;12/2020;482.159;0;482.159;0;482.159;1.807.742;1.955;0;1.624;0;3.579;110.226;1.921.546;2.993.695;25,09%;25,09%;25,09%;16,11%;7,16%
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;12/2020;NA;NA;NA;NA;531.032;1.800.028;0;NA;NA;NA;0;92.462;1.892.490;NA;NA%;NA%;28,06%;NA%;4,61%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;12/2020;NA;NA;NA;NA;600.124;1.769.009;0;NA;NA;NA;0;62.492;1.831.501;NA;NA%;NA%;32,77%;NA%;3,19%
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;12/2020;360.011;0;360.011;0;360.011;1.704.505;0;0;256;0;256;104.290;1.809.052;9.031.052;19,90%;19,90%;19,90%;3,99%;1,47%
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;12/2020;202.028;0;202.028;0;202.028;1.154.463;7.622;46.238;123.363;32.263;209.485;438.219;1.802.167;4.584.296;11,21%;11,21%;11,21%;4,41%;14,49%
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;12/2020;853.236;0;853.236;0;853.236;1.637.761;0;8.654;0;0;8.654;146.862;1.793.277;3.805.960;47,58%;47,58%;47,58%;22,42%;0,03%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;12/2020;387.459;0;387.459;0;387.459;1.665.780;0;0;1.049;0;1.049;96.848;1.763.678;2.694.327;21,97%;21,97%;21,97%;14,38%;8,21%
WILL FINANCEIRA - PRUDENCIAL;1000084600;n1;S4;C;2;SAO PAULO;SP;12/2020;50.499;0;50.499;0;50.499;1.504.804;0;0;0;0;0;218.801;1.723.605;NA;2,93%;2,93%;2,93%;NA%;20,24%
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;12/2020;NA;NA;NA;NA;257.001;1.602.529;0;NA;NA;NA;0;84.854;1.687.383;NA;NA%;NA%;15,23%;NA%;12,45%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;S4;I;2;RODEIO BONITO;RS;12/2020;281.433;0;281.433;0;281.433;1.617.125;0;0;781;0;781;50.551;1.668.457;2.588.066;16,87%;16,87%;16,87%;10,87%;7,72%
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;12/2020;635.675;0;635.675;0;635.675;1.196.008;208.390;0;1.073;0;209.463;214.344;1.619.815;2.248.287;39,24%;39,24%;39,24%;28,27%;0,00%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;12/2020;285.719;0;285.719;0;285.719;1.541.286;8.379;0;1.214;0;9.593;39.241;1.590.120;2.853.020;17,97%;17,97%;17,97%;10,01%;14,09%
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;12/2020;696.015;0;696.015;0;696.015;1.227.286;11.393;0;0;0;11.393;271.682;1.510.361;NA;46,08%;46,08%;46,08%;NA%;0,00%
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;12/2020;158.444;0;158.444;0;158.444;848.080;17.235;12.063;0;0;29.298;592.465;1.469.843;827.274;10,78%;10,78%;10,78%;19,15%;2,77%
BANCOSEGURO S.A.;10264663;b1;S4;I;2;SAO PAULO;SP;12/2020;416.951;0;416.951;0;416.951;1.284.009;0;0;0;0;0;159.276;1.443.284;5.380.776;28,89%;28,89%;28,89%;7,75%;0,00%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;12/2020;NA;NA;NA;NA;291.116;1.367.102;0;NA;NA;NA;0;76.102;1.443.203;NA;NA%;NA%;20,17%;NA%;5,22%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;12/2020;511.796;0;511.796;0;511.796;1.327.881;0;0;2.709;0;2.709;108.765;1.439.356;2.948.896;35,56%;35,56%;35,56%;17,36%;6,71%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;12/2020;254.019;0;254.019;0;254.019;1.408.636;11.883;0;906;0;12.789;17.094;1.438.519;2.401.380;17,66%;17,66%;17,66%;10,58%;12,66%
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;12/2020;198.027;0;198.027;7.248;205.275;1.302.938;2.842;0;229;0;3.071;103.019;1.409.029;1.793.479;14,05%;14,05%;14,57%;11,04%;9,38%
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;12/2020;NA;NA;NA;NA;399.482;1.311.374;0;NA;NA;NA;0;81.972;1.393.346;NA;NA%;NA%;28,67%;NA%;3,95%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;S4;I;2;CAPANEMA;PR;12/2020;235.267;0;235.267;0;235.267;1.275.212;0;0;0;0;0;65.244;1.340.457;2.037.519;17,55%;17,55%;17,55%;11,55%;15,28%
RANDON - PRUDENCIAL;1000080800;b2;S4;C;2;CAXIAS DO SUL;RS;12/2020;205.653;0;205.653;24.002;229.654;968.177;0;0;4.707;0;4.707;355.358;1.328.242;986.600;15,48%;15,48%;17,29%;20,84%;1,17%
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;12/2020;377.866;0;377.866;0;377.866;1.185.583;36.516;0;0;0;36.516;92.923;1.315.022;3.857.968;28,73%;28,73%;28,73%;9,79%;0,71%
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;12/2020;176.906;0;176.906;0;176.906;1.277.617;0;0;124;0;124;29.218;1.306.958;7.411.669;13,54%;13,54%;13,54%;2,39%;7,19%
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;S4;I;2;MARECHAL CANDIDO RONDON;PR;12/2020;200.680;0;200.680;0;200.680;1.248.439;0;0;0;0;0;54.948;1.303.386;1.934.069;15,40%;15,40%;15,40%;10,38%;22,47%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;S4;I;2;SARANDI;RS;12/2020;193.449;0;193.449;0;193.449;1.263.242;0;0;700;0;700;37.069;1.301.011;2.091.893;14,87%;14,87%;14,87%;9,25%;17,40%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;S5;I;2;JOAO PESSOA;PB;12/2020;NA;NA;NA;NA;454.988;1.214.750;0;NA;NA;NA;0;76.139;1.290.889;NA;NA%;NA%;35,25%;NA%;7,38%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;12/2020;NA;NA;NA;NA;229.184;1.231.454;0;NA;NA;NA;0;57.245;1.288.700;NA;NA%;NA%;17,78%;NA%;11,08%
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;12/2020;164.851;0;164.851;0;164.851;1.227.988;0;0;19.342;0;19.342;25.745;1.273.075;7.142.271;12,95%;12,95%;12,95%;2,31%;2,00%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;S4;I;2;SANTA MARIA;RS;12/2020;323.265;0;323.265;0;323.265;1.175.429;0;0;828;0;828;72.018;1.248.275;2.133.760;25,90%;25,90%;25,90%;15,15%;7,76%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;S4;I;2;TEUTONIA;RS;12/2020;280.933;0;280.933;0;280.933;1.166.257;0;0;880;0;880;73.499;1.240.636;2.097.448;22,64%;22,64%;22,64%;13,39%;10,31%
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;S4;C;3;GUARULHOS;SP;12/2020;355.457;0;355.457;0;355.457;1.145.678;0;0;0;0;0;68.674;1.214.352;1.541.009;29,27%;29,27%;29,27%;23,07%;0,15%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;S4;I;2;TAPEJARA;RS;12/2020;216.504;0;216.504;0;216.504;1.143.816;0;0;1.105;0;1.105;55.668;1.200.588;1.845.098;18,03%;18,03%;18,03%;11,73%;12,21%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;S4;I;2;MANDAGUARI;PR;12/2020;181.970;0;181.970;0;181.970;1.140.483;0;0;0;0;0;49.075;1.189.557;1.976.597;15,30%;15,30%;15,30%;9,21%;14,71%
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;12/2020;198.954;0;198.954;0;198.954;1.053.668;53.138;0;0;0;53.138;77.409;1.184.215;1.450.493;16,80%;16,80%;16,80%;13,72%;0,50%
COOPERATIVA DE CRÉDITO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;S4;I;2;MARAU;RS;12/2020;192.265;0;192.265;0;192.265;1.107.618;0;0;1.328;0;1.328;63.852;1.172.798;1.899.862;16,39%;16,39%;16,39%;10,12%;23,48%
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;12/2020;175.116;0;175.116;0;175.116;1.063.030;0;0;59.514;0;59.514;49.757;1.172.302;4.123.194;14,94%;14,94%;14,94%;4,25%;10,56%
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;12/2020;NA;NA;NA;NA;319.081;1.119.112;0;NA;NA;NA;0;51.178;1.170.290;NA;NA%;NA%;27,27%;NA%;3,83%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO;70431630;b3S;S4;I;2;JUINA;MT;12/2020;331.084;0;331.084;0;331.084;1.089.079;0;0;661;0;661;71.978;1.161.719;1.772.242;28,50%;28,50%;28,50%;18,68%;5,89%
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;12/2020;164.587;0;164.587;0;164.587;1.093.308;0;0;145;0;145;39.307;1.132.761;4.998.949;14,53%;14,53%;14,53%;3,29%;15,26%
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;12/2020;358.985;0;358.985;0;358.985;1.064.103;3.818;0;0;0;3.818;64.679;1.132.601;1.376.375;31,70%;31,70%;31,70%;26,08%;0,21%
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;12/2020;NA;NA;NA;NA;365.434;1.029.665;0;NA;NA;NA;0;65.679;1.095.345;NA;NA%;NA%;33,36%;NA%;2,57%
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;12/2020;202.484;0;202.484;0;202.484;1.000.891;25;21;4.562;18;4.627;87.176;1.092.694;5.287.107;18,53%;18,53%;18,53%;3,83%;18,17%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG;90729369;b3S;S4;I;2;IJUI;RS;12/2020;264.403;0;264.403;0;264.403;1.034.508;0;0;592;0;592;56.743;1.091.842;1.703.125;24,22%;24,22%;24,22%;15,52%;9,23%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG;87900601;b3S;S4;I;2;SOLEDADE;RS;12/2020;222.010;0;222.010;0;222.010;1.051.058;0;0;423;0;423;38.686;1.090.166;1.537.253;20,36%;20,36%;20,36%;14,44%;10,82%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;S4;I;2;ITAQUI;RS;12/2020;396.963;0;396.963;0;396.963;1.047.575;0;0;647;0;647;35.334;1.083.556;1.715.429;36,64%;36,64%;36,64%;23,14%;4,93%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;12/2020;537.709;0;537.709;0;537.709;837.804;933;0;0;0;933;243.713;1.082.449;953.939;49,68%;49,68%;49,68%;56,37%;0,00%
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;S4;I;2;SAO JOAO;PR;12/2020;224.989;0;224.989;0;224.989;1.015.545;0;0;0;0;0;56.826;1.072.371;1.618.222;20,98%;20,98%;20,98%;13,90%;5,85%
COOPERATIVA DE CRÉDITO SICOOB OURO VERDE;5582619;b3S;S5;I;2;LONDRINA;PR;12/2020;NA;NA;NA;NA;156.476;989.779;0;NA;NA;NA;0;62.088;1.051.867;NA;NA%;NA%;14,88%;NA%;13,73%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG;89990501;b3S;S4;I;2;IBIRAIARAS;RS;12/2020;248.265;0;248.265;0;248.265;968.234;0;0;1.050;0;1.050;61.284;1.030.568;1.668.489;24,09%;24,09%;24,09%;14,88%;3,53%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS;33022690;b3S;S4;I;2;ARAPUTANGA;MT;12/2020;194.957;0;194.957;0;194.957;983.893;0;0;408;0;408;45.072;1.029.372;1.457.494;18,94%;18,94%;18,94%;13,38%;10,56%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;S4;I;2;LAJEADO;RS;12/2020;238.960;0;238.960;0;238.960;966.633;0;0;787;0;787;61.228;1.028.649;1.753.298;23,23%;23,23%;23,23%;13,63%;17,73%
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;12/2020;312.043;0;312.043;0;312.043;957.424;5.302;4.332;44.823;3.850;58.307;1.695;1.017.426;5.705.130;30,67%;30,67%;30,67%;5,47%;9,13%
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;S5;I;2;ARAGUARI;MG;12/2020;NA;NA;NA;NA;207.102;970.318;0;NA;NA;NA;0;42.497;1.012.816;NA;NA%;NA%;20,45%;NA%;9,21%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS - SICREDI NOROESTE RS;89049738;b3S;S4;I;2;TRES DE MAIO;RS;12/2020;291.666;0;291.666;0;291.666;962.163;0;0;526;0;526;38.354;1.001.044;1.583.504;29,14%;29,14%;29,14%;18,42%;10,98%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;S4;I;2;CAMPO GRANDE;MS;12/2020;173.084;0;173.084;0;173.084;965.717;0;0;671;0;671;33.622;1.000.010;1.669.920;17,31%;17,31%;17,31%;10,36%;7,42%
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;S4;C;1;FLORIANOPOLIS;SC;12/2020;387.918;0;387.918;0;387.918;780.606;0;0;0;0;0;202.975;983.581;NA;39,44%;39,44%;39,44%;NA%;0,60%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;S4;I;2;PASSO FUNDO;RS;12/2020;167.831;0;167.831;0;167.831;947.007;0;0;746;0;746;32.706;980.459;1.423.743;17,12%;17,12%;17,12%;11,79%;7,43%
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;12/2020;228.348;0;228.348;0;228.348;911.260;0;0;0;0;0;69.107;980.367;924.850;23,29%;23,29%;23,29%;24,69%;0,00%
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;S4;I;3;PORTO ALEGRE;RS;12/2020;141.883;0;141.883;0;141.883;785.754;1.787;0;0;0;1.787;180.894;968.435;1.478.538;14,65%;14,65%;14,65%;9,60%;4,25%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;S4;I;2;TOLEDO;PR;12/2020;145.245;0;145.245;0;145.245;940.366;0;0;0;0;0;26.594;966.960;1.420.872;15,02%;15,02%;15,02%;10,22%;10,01%
