Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BANCO VOITER - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;12/2021;358.997;0;358.997;0;358.997;2.672.487;7.549;493.275;207.480;426;708.729;78.950;3.460.166;5.235.747;10,38%;10,38%;10,38%;6,86%;38,71%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;12/2021;616.767;0;616.767;0;616.767;3.241.612;5.130;0;287;0;5.416;145.236;3.392.265;4.802.149;18,18%;18,18%;18,18%;12,84%;9,25%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;12/2021;527.145;0;527.145;0;527.145;3.107.489;0;0;1.279;0;1.279;181.693;3.290.461;5.058.336;16,02%;16,02%;16,02%;10,42%;9,25%
WILL FINANCEIRA - PRUDENCIAL;1000084600;n1;S4;C;2;SAO PAULO;SP;12/2021;58.573;0;58.573;0;58.573;2.684.873;0;0;0;0;0;599.477;3.284.349;NA;1,78%;1,78%;1,78%;NA%;15,88%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;12/2021;450.385;0;450.385;15.148;465.533;3.177.999;0;0;797;0;797;104.138;3.282.933;4.960.762;13,72%;13,72%;14,18%;9,08%;14,49%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;12/2021;558.527;0;558.527;0;558.527;3.204.425;3.239;0;302;0;3.541;67.625;3.275.591;4.025.461;17,05%;17,05%;17,05%;13,87%;6,91%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;12/2021;445.506;0;445.506;0;445.506;3.101.109;0;0;683;0;683;122.048;3.223.840;5.161.349;13,82%;13,82%;13,82%;8,63%;17,83%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;12/2021;480.280;0;480.280;0;480.280;2.998.190;0;0;112;0;112;132.712;3.131.014;4.298.918;15,34%;15,34%;15,34%;11,17%;9,19%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;12/2021;569.620;0;569.620;0;569.620;2.963.620;0;0;555;0;555;162.329;3.126.504;4.763.702;18,22%;18,22%;18,22%;11,96%;8,51%
BANCOSEGURO S.A.;10264663;b1;S4;I;2;SAO PAULO;SP;12/2021;509.593;0;509.593;0;509.593;2.801.965;0;0;0;0;0;320.784;3.122.749;10.350.701;16,32%;16,32%;16,32%;4,92%;0,00%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;12/2021;666.532;0;666.532;0;666.532;3.023.154;0;0;474;0;474;88.544;3.112.172;4.218.485;21,42%;21,42%;21,42%;15,80%;1,69%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;12/2021;NA;NA;NA;NA;723.530;2.882.705;0;NA;NA;NA;0;128.981;3.011.686;NA;NA%;NA%;24,02%;NA%;7,00%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;12/2021;677.244;0;677.244;0;677.244;2.864.810;0;0;378;0;378;130.779;2.995.967;4.281.961;22,61%;22,61%;22,61%;15,82%;7,21%
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;12/2021;360.659;0;360.659;0;360.659;2.645.091;2.276;0;0;0;2.276;342.911;2.990.278;4.223.081;12,06%;12,06%;12,06%;8,54%;0,31%
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;12/2021;NA;NA;NA;NA;575.867;2.746.263;0;NA;NA;NA;0;79.282;2.825.546;NA;NA%;NA%;20,38%;NA%;2,45%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;12/2021;404.112;0;404.112;11.478;415.590;2.765.351;16.529;0;136;0;16.665;38.223;2.820.240;3.665.652;14,33%;14,33%;14,74%;11,02%;7,34%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;12/2021;NA;NA;NA;NA;768.364;2.691.277;0;NA;NA;NA;0;73.269;2.764.546;NA;NA%;NA%;27,79%;NA%;2,88%
BANCO DIGIMAIS - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;12/2021;316.235;0;316.235;0;316.235;2.147.953;10.639;0;0;0;10.639;545.468;2.704.061;5.839.490;11,69%;11,69%;11,69%;5,42%;6,33%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;12/2021;374.593;0;374.593;0;374.593;2.497.666;10.462;0;564;0;11.026;83.893;2.592.585;4.061.529;14,45%;14,45%;14,45%;9,22%;12,70%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;S4;I;2;SORRISO;MT;12/2021;564.228;0;564.228;0;564.228;2.388.844;824;0;659;0;1.483;142.767;2.533.095;3.836.266;22,27%;22,27%;22,27%;14,71%;10,86%
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;12/2021;349.418;0;349.418;0;349.418;1.785.539;41.360;0;69.177;0;110.537;624.074;2.520.150;3.582.226;13,86%;13,86%;13,86%;9,75%;4,63%
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;12/2021;402.358;0;402.358;0;402.358;2.252.531;2.321;0;0;0;2.321;235.604;2.490.455;NA;16,16%;16,16%;16,16%;NA%;24,89%
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;12/2021;1.949.169;0;1.949.169;0;1.949.169;2.146.429;304;0;0;0;304;318.542;2.465.276;NA;79,06%;79,06%;79,06%;NA%;1,50%
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;12/2021;678.767;0;678.767;0;678.767;2.119.847;2.593;0;0;0;2.593;213.309;2.335.749;NA;29,06%;29,06%;29,06%;NA%;3,64%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;12/2021;NA;NA;NA;NA;668.274;2.206.717;0;NA;NA;NA;0;77.498;2.284.215;NA;NA%;NA%;29,26%;NA%;1,01%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;S4;I;2;RODEIO BONITO;RS;12/2021;343.435;0;343.435;0;343.435;2.205.047;0;0;238;0;238;72.507;2.277.792;3.306.831;15,08%;15,08%;15,08%;10,39%;9,92%
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;12/2021;NA;NA;NA;NA;642.755;2.183.669;0;NA;NA;NA;0;92.765;2.276.434;NA;NA%;NA%;28,24%;NA%;5,78%
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;12/2021;483.292;0;483.292;0;483.292;1.986.771;0;0;0;0;0;261.480;2.248.251;NA;21,50%;21,50%;21,50%;NA%;0,11%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;12/2021;341.180;0;341.180;0;341.180;2.136.156;13.362;0;322;0;13.684;58.709;2.208.549;3.309.338;15,45%;15,45%;15,45%;10,31%;10,55%
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;12/2021;445.056;0;445.056;0;445.056;1.676.157;110.021;0;213.940;0;323.961;193.390;2.193.508;7.012.580;20,29%;20,29%;20,29%;6,35%;1,68%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;12/2021;384.829;0;384.829;0;384.829;2.071.371;0;0;2.338;0;2.338;110.349;2.184.059;9.918.067;17,62%;17,62%;17,62%;3,88%;17,70%
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;12/2021;NA;NA;NA;NA;292.785;2.079.979;0;NA;NA;NA;0;96.738;2.176.717;NA;NA%;NA%;13,45%;NA%;10,57%
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;12/2021;963.589;0;963.589;0;963.589;1.982.948;0;5.711;0;0;5.711;144.145;2.132.804;4.370.626;45,18%;45,18%;45,18%;22,05%;0,00%
M PAGAMENTOS S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;SAO PAULO;SP;12/2021;307.512;0;307.512;0;307.512;1.330.555;0;0;0;0;0;747.949;2.078.504;NA;14,79%;14,79%;14,79%;NA%;0,35%
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;12/2021;354.074;0;354.074;0;354.074;1.839.112;0;0;0;0;0;104.815;1.943.927;9.372.044;18,21%;18,21%;18,21%;3,78%;1,52%
RANDON - PRUDENCIAL;1000080800;b2;S4;C;2;CAXIAS DO SUL;RS;12/2021;233.366;0;233.366;0;233.366;1.503.937;0;0;1.584;0;1.584;404.389;1.909.911;1.557.215;12,22%;12,22%;12,22%;14,99%;1,12%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO;70431630;b3S;S4;I;2;JUINA;MT;12/2021;387.065;0;387.065;0;387.065;1.820.207;0;0;98;0;98;86.761;1.907.066;2.605.332;20,30%;20,30%;20,30%;14,86%;7,82%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;12/2021;594.753;0;594.753;0;594.753;1.772.654;0;0;856;0;856;120.535;1.894.045;3.640.811;31,40%;31,40%;31,40%;16,34%;5,44%
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;12/2021;967.067;0;967.067;0;967.067;1.810.157;8.351;0;0;0;8.351;57.376;1.875.884;2.560.020;51,55%;51,55%;51,55%;37,78%;0,07%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;12/2021;NA;NA;NA;NA;363.368;1.784.434;0;NA;NA;NA;0;80.981;1.865.415;NA;NA%;NA%;19,48%;NA%;5,28%
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;12/2021;632.783;0;632.783;0;632.783;874.706;3.239;72.299;524.355;250.665;850.559;109.663;1.834.928;1.373.952;34,49%;34,49%;34,49%;46,06%;0,75%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;12/2021;NA;NA;NA;NA;283.770;1.770.848;0;NA;NA;NA;0;59.360;1.830.207;NA;NA%;NA%;15,50%;NA%;9,94%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;S4;I;2;CAPANEMA;PR;12/2021;274.398;0;274.398;0;274.398;1.720.994;0;0;157;0;157;91.929;1.813.080;2.579.685;15,13%;15,13%;15,13%;10,64%;12,73%
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;I;3;PONTA GROSSA;PR;12/2021;506.016;0;506.016;0;506.016;1.733.103;0;0;0;0;0;78.944;1.812.048;1.804.368;27,93%;27,93%;27,93%;28,04%;0,11%
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;S4;I;2;MARECHAL CANDIDO RONDON;PR;12/2021;261.999;0;261.999;0;261.999;1.716.255;0;0;146;0;146;78.688;1.795.089;2.411.497;14,60%;14,60%;14,60%;10,86%;17,65%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;S4;I;2;SARANDI;RS;12/2021;245.207;0;245.207;4.719;249.925;1.735.033;0;0;198;0;198;56.676;1.791.906;2.631.350;13,68%;13,68%;13,95%;9,32%;16,23%
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;12/2021;199.069;0;199.069;3.600;202.669;1.661.895;11.559;0;314;0;11.873;103.808;1.777.575;2.109.695;11,20%;11,20%;11,40%;9,44%;9,14%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;S4;I;2;TAPEJARA;RS;12/2021;254.904;0;254.904;0;254.904;1.668.197;0;0;260;0;260;74.195;1.742.651;2.414.213;14,63%;14,63%;14,63%;10,56%;20,93%
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;12/2021;734.968;0;734.968;0;734.968;1.462.731;1.630;0;0;0;1.630;271.039;1.735.400;NA;42,35%;42,35%;42,35%;NA%;0,00%
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;12/2021;169.707;0;169.707;0;169.707;1.116.713;456;0;115.328;0;115.784;495.803;1.728.299;980.631;9,82%;9,82%;9,82%;17,31%;1,51%
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;12/2021;381.407;0;381.407;0;381.407;1.562.661;43.387;0;0;0;43.387;105.198;1.711.246;2.756.334;22,29%;22,29%;22,29%;13,84%;0,56%
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;S4;I;2;PORTO ALEGRE;RS;12/2021;204.070;0;204.070;20.778;224.848;1.639.538;0;0;0;0;0;44.618;1.684.156;NA;12,12%;12,12%;13,35%;NA%;4,27%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;S4;I;2;TEUTONIA;RS;12/2021;328.851;0;328.851;0;328.851;1.553.256;0;0;325;0;325;93.556;1.647.137;2.544.511;19,97%;19,97%;19,97%;12,92%;9,26%
COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES;87795639;b3S;S4;I;2;MARAU;RS;12/2021;237.503;0;237.503;0;237.503;1.556.105;0;0;455;0;455;83.175;1.639.734;2.545.407;14,48%;14,48%;14,48%;9,33%;25,15%
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;12/2021;NA;NA;NA;NA;479.093;1.533.053;0;NA;NA;NA;0;80.497;1.613.550;NA;NA%;NA%;29,69%;NA%;4,28%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;S4;I;2;SANTA MARIA;RS;12/2021;381.148;0;381.148;0;381.148;1.520.003;0;0;388;0;388;90.627;1.611.018;2.603.161;23,66%;23,66%;23,66%;14,64%;7,57%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS;33022690;b3S;S4;I;2;ARAPUTANGA;MT;12/2021;226.722;0;226.722;0;226.722;1.533.632;0;0;108;0;108;60.601;1.594.341;2.119.254;14,22%;14,22%;14,22%;10,70%;15,04%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG;90729369;b3S;S4;I;2;IJUI;RS;12/2021;315.035;0;315.035;0;315.035;1.500.128;0;0;227;0;227;76.229;1.576.584;2.317.181;19,98%;19,98%;19,98%;13,60%;9,34%
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;12/2021;855.947;0;855.947;0;855.947;977.602;42.722;0;133.228;0;175.950;403.880;1.557.431;2.929.142;54,96%;54,96%;54,96%;29,22%;0,28%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;S4;I;2;MANDAGUARI;PR;12/2021;234.705;0;234.705;0;234.705;1.472.019;1.551;0;299;0;1.850;79.486;1.553.355;2.499.322;15,11%;15,11%;15,11%;9,39%;11,91%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;S5;I;2;JOAO PESSOA;PB;12/2021;NA;NA;NA;NA;486.149;1.391.120;0;NA;NA;NA;0;77.325;1.468.446;NA;NA%;NA%;33,11%;NA%;7,40%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA;87733077;b3S;S4;I;2;ITAQUI;RS;12/2021;432.534;0;432.534;0;432.534;1.398.910;0;0;206;0;206;54.015;1.453.132;2.042.347;29,77%;29,77%;29,77%;21,18%;5,53%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG;87900601;b3S;S4;I;2;SOLEDADE;RS;12/2021;255.357;0;255.357;0;255.357;1.401.963;0;0;156;0;156;49.775;1.451.895;1.983.479;17,59%;17,59%;17,59%;12,87%;12,73%
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;12/2021;NA;NA;NA;NA;339.954;1.401.945;0;NA;NA;NA;0;48.725;1.450.671;NA;NA%;NA%;23,43%;NA%;3,99%
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;S4;I;2;SAO JOAO;PR;12/2021;271.371;0;271.371;0;271.371;1.353.712;0;0;198;0;198;77.589;1.431.499;2.163.186;18,96%;18,96%;18,96%;12,54%;6,60%
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;S4;C;3;GUARULHOS;SP;12/2021;475.722;0;475.722;0;475.722;1.345.230;0;0;0;0;0;82.839;1.428.069;1.870.592;33,31%;33,31%;33,31%;25,43%;0,08%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;S4;I;2;PASSO FUNDO;RS;12/2021;217.673;0;217.673;0;217.673;1.372.011;0;0;179;0;179;52.510;1.424.700;1.914.041;15,28%;15,28%;15,28%;11,37%;6,80%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;S4;I;2;CAMPO GRANDE;MS;12/2021;217.790;0;217.790;0;217.790;1.373.789;0;0;226;0;226;48.448;1.422.464;2.066.168;15,31%;15,31%;15,31%;10,54%;6,88%
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;12/2021;204.322;0;204.322;0;204.322;1.392.450;0;0;0;0;0;28.244;1.420.694;8.191.960;14,38%;14,38%;14,38%;2,49%;6,29%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;S4;I;2;LAJEADO;RS;12/2021;278.030;0;278.030;0;278.030;1.315.387;0;0;271;0;271;78.203;1.393.861;2.203.344;19,95%;19,95%;19,95%;12,62%;16,97%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG;89990501;b3S;S4;I;2;IBIRAIARAS;RS;12/2021;305.418;0;305.418;0;305.418;1.307.815;0;0;319;0;319;75.023;1.383.157;2.068.268;22,08%;22,08%;22,08%;14,77%;4,92%
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;S4;I;3;PORTO ALEGRE;RS;12/2021;175.565;0;175.565;0;175.565;1.117.585;1.491;0;0;0;1.491;236.862;1.355.938;1.924.808;12,95%;12,95%;12,95%;9,12%;3,24%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC;78840071;b3S;S5;I;2;CONCORDIA;SC;12/2021;NA;NA;NA;NA;206.555;1.317.200;0;NA;NA;NA;0;38.528;1.355.727;NA;NA%;NA%;15,24%;NA%;8,29%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES;90497256;b3S;S4;I;2;PELOTAS;RS;12/2021;264.962;0;264.962;0;264.962;1.272.647;0;0;442;0;442;72.670;1.345.759;2.101.025;19,69%;19,69%;19,69%;12,61%;17,01%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;S4;I;2;TOLEDO;PR;12/2021;176.370;0;176.370;753;177.123;1.300.807;0;0;105;0;105;44.713;1.345.625;1.861.580;13,11%;13,11%;13,16%;9,47%;10,14%
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;S4;I;2;RIBEIRAO PRETO;SP;12/2021;185.639;0;185.639;0;185.639;998.696;0;0;222.741;0;222.741;113.900;1.335.337;1.260.030;13,90%;13,90%;13,90%;14,73%;5,92%
COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP;3320525;b3S;S5;I;2;ARAGUARI;MG;12/2021;NA;NA;NA;NA;265.182;1.278.056;0;NA;NA;NA;0;46.929;1.324.985;NA;NA%;NA%;20,01%;NA%;7,75%
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;12/2021;242.890;0;242.890;0;242.890;1.190.089;698;571;5.338;508;7.115;98.304;1.295.509;6.466.816;18,75%;18,75%;18,75%;3,76%;14,53%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG;88099247;b3S;S4;I;2;CAMPO NOVO;RS;12/2021;292.531;0;292.531;0;292.531;1.213.878;0;0;212;0;212;53.818;1.267.908;1.826.043;23,07%;23,07%;23,07%;16,02%;4,91%
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;12/2021;NA;NA;NA;NA;423.860;1.196.959;0;NA;NA;NA;0;70.074;1.267.033;NA;NA%;NA%;33,45%;NA%;2,78%
COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;S4;I;2;ITAPEMA;SC;12/2021;182.680;0;182.680;0;182.680;1.191.420;0;0;198;0;198;66.527;1.258.145;1.946.186;14,52%;14,52%;14,52%;9,39%;15,38%
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;12/2021;172.355;0;172.355;0;172.355;1.186.755;0;0;17.065;0;17.065;51.430;1.255.250;4.638.821;13,73%;13,73%;13,73%;3,72%;11,29%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS - SICREDI NOROESTE RS;89049738;b3S;S4;I;2;TRES DE MAIO;RS;12/2021;336.473;0;336.473;0;336.473;1.199.382;0;0;188;0;188;53.373;1.252.944;1.920.103;26,85%;26,85%;26,85%;17,52%;12,98%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;S4;I;2;CRISTALINA;GO;12/2021;198.966;0;198.966;0;198.966;1.172.330;1.008;0;330;0;1.338;40.564;1.214.232;1.972.242;16,39%;16,39%;16,39%;10,09%;17,04%
